customer_tweet_id,customer_text,actual_brand_reply_from_dataset,gold_intent,gold_escalate,gold_escalate_notes,review_flag
215978,@AmazonHelp  I jus received a msg for refund success of INR.499/-  however it has not reflected in my bank account. Dis should have been done in October itself. Bloody cheap service as usual by @AmazonHelp,@167356 Apologies for the unpleasant experience you've had. We'd like to help. Kindly share your details here: https://t.co/cQVomR1pWz and we'll have this resolved at the earliest. ^KH,refund_or_return,True,,CHECK ME - escalate=TRUE
46489,@115830 paid 4 nextday delivery only 2 b told after notifications all day saying that they r delivering 2day only 2 b told they cant deliv,@126320 I'm sorry you didn't receive your order. Did we specify why we were unable to deliver your order? ^CO,delivery_or_shipping_issue,False,,
707391,"@AmazonHelp Hello, I ordered a package and it was marked as delivered on Amazon, but it has not arrived in my mailbox. What do I do?","@289113 We are here to help, Travis! Here are some helpful tips on finding your package: https://t.co/fO9lbXDqE2 Keep us updated! ^HM",delivery_or_shipping_issue,False,,
957539,@AmazonHelp I have submitted that.,"@347201 Thank you for confirming. If you have shared your details, our team will get back to you soon. ^AG",general_inquiry,False,,
324446,@AmazonHelp Please look at complaints registered for Order #407-4330002-1760315 @115850,@193286 Please don’t provide your order details as we consider them to be personal info. Our Twitter page is visible to public. ^JC,general_inquiry,False,,
437932,"One of the worst experience of selling on @115850. Item dispatched on 2nd November, rejected by buyer on 5th and for next 3 weeks nobody is aware where the hell returned package is. Lost my one month following up and lost so many buyers who will bear the cost of lost time?",@219032 I understand your concern regarding the delivery of the product. Apologies for the unpleasant experience. Please fill in your details here: https://t.co/beaaDm0muc and we'll get in touch with you at the earliest. ^SC,refund_or_return,True,,CHECK ME - escalate=TRUE
2279713,@115850  Waiting for refund for order # : ORDER # 408-6560878-8566768 . Its been 3 months.,"@662766 Apologies for the trouble. Have you reported this to our support team? If not, kindly report it here: https://t.co/rS49hgaADF. Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^MO",refund_or_return,True,,CHECK ME - escalate=TRUE
247502,"Preordered 8-9 for delivery tomorrow, get email today, now not coming until 25th Oct, poor show @115830, Currys and John Lewis have stock https://t.co/pulsAIS7tk","@174803 Terribly sorry for the delay, Steven! Were you given an e-mail regarding the reason for the delay? ^JZ",delivery_or_shipping_issue,False,,
2959988,"@AmazonHelp I've tried Chrome, Firefox, and on my PC and Android phone.",@816941 Would you mind showing us what you're seeing?  ^AG,general_inquiry,False,,
320049,@AmazonHelp No option to reply for any email .. Please ask support manager to call me ASAP. Its urgent!!,"@192278 In that case, please share your details again from here: https://t.co/beaaDm0muc and we'll get in touch with you. ^ST",general_inquiry,True,,CHECK ME - escalate=TRUE
230182,@AmazonHelp I just submitted the problem but if I do not hear anything by 1700 I am going to have to cancel my order and buy elsewhere sadly.Thank you.,"@170839 Ok, really sorry again about this. ^KM",order_cancellation,False,,
2484016,"@AmazonHelp Replied , kindly provide the cashback","@709642 Thanks for doing that, Shriram. We'll check the details and provide an update soon. ^JC",billing_or_payment_issue,False,,
2885683,@AmazonHelp Worst support by team. @8105 I want to file a complaint against this company. Kindly help me,@772338 I'm sorry to hear you've had a poor experience with us! May I inquire as to what the issue is? ^RO,general_inquiry,True,,CHECK ME - escalate=TRUE
402188,Why is it always the important /urgent @115830 #prime deliveries that never make it by 9pm after waiting in all day? 👎,@211130 I am truly sorry for any missed deliveries! Does the status show reattempt for tomorrow here:https://t.co/uc4UmFqUQd ^TM,delivery_or_shipping_issue,False,,
511716,@AmazonHelp There is no updated delivery date but it's Amazon Prints so it's not on that information,@237642 Thanks for your continued patience! Orders may be delayed for various reasons during Holiday peak times. You will receive an email containing tracking information when it ships. Sorry for the inconvenience. ^SH,general_inquiry,False,,
1544573,@115821 As a prime member it is unacceptable that items promised to be delivered within two business days are not arriving on time.,@478417 I'm sorry for the wait! Did we miss the delivery date shown here: https://t.co/Y5jpI9gRhE? ^LJ,delivery_or_shipping_issue,False,,
1516076,@AmazonHelp I spoke w them immed and they offered no help. Only a refund and small credit. Could not reach driver bc of policy. Unacceptable.,@471750 We'd like to have a member of our team look at this a little more. Please provide your info here:: https://t.co/0nV0m2VAXn ^HS,delivery_or_shipping_issue,True,,CHECK ME - escalate=TRUE
2089246,Bunch of @115830 orders left outside and not been received. Tried complaining and emailing. Does anyone have a number?,@617605 Sorry to hear and thanks for highlighting. Can you request call back here: https://t.co/JzP7hlA23B? ^MC,delivery_or_shipping_issue,False,,
373286,"@AmazonHelp Person I spoke with was confused, didn't understand what was going on and just told me someone would get back to me.",@204453 I understand you frustration! We'll do everything we can. Please let us know if you need assistance in the mean time. ^HC,general_inquiry,True,,CHECK ME - escalate=TRUE
1916359,@AmazonHelp Ecom is asking to collect item from delivery hub!! Unexpected! Amazon is not taking any step even after sending multiple(1/2),@570800 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN,delivery_or_shipping_issue,True,,CHECK ME - escalate=TRUE
1168499,Looks like the @118706 thought my @115821 box was actually a football. https://t.co/VA1nDtvwtv,"@394854 Terribly sorry for the damage, Matty! Looks like someone spiked this in the end zone! 😨 Were the contents damaged? ^JZ",product_defect_or_wrong_item,False,,
1250159,I asked for replacement not refund you shitty @115850 how dare you to cancel the order without any prior information,@169505 Refund is initiated on your order as a replacement is not available. We've sent an email to your registered email for it. ^SF,order_cancellation,True,,CHECK ME - escalate=TRUE
837537,@118919 @115850 ordered for pre shaving foam.. but received shaving gel... fucking service,@319321 Sorry for the hassle Vanaraj. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN,product_defect_or_wrong_item,False,,
2460278,Hey @115821 I'd appreciate it if you would cancel my order for me😅😅😅😅😅😅😅,@704512 Thanks for reaching out to us! We don't have access to your account via Twitter. Please check here for returns/refunds: https://t.co/WYHOlCv0Ty ^MO,order_cancellation,False,,
1119618,@149473 @115850 track no. 69987244611. Its in same city from 22 Oct thn why it's getting deliver late by 27 . Supposed to b on 23,"@207973 Please don't provide your tracking details, we consider it to be personal information. Our page is visible to the public. ^KA",delivery_or_shipping_issue,False,,
2318789,"@115821 @3375 @Walmart The most recent one was shipped USPS, but @3375 has screwed me over multiple times in the last decade (e.g., “we couldn’t find your house” - WTF?)... https://t.co/pae27qnVWc",@672154 I am sorry to hear this. Can I ask have you been in touch with the carrier and if so have they advised you the reason for the delay here?^GA,delivery_or_shipping_issue,True,,CHECK ME - escalate=TRUE
286354,@AmazonHelp Thanks for reply  but english version also do the job with hindi and bengali subs,@159201 You're welcome. We'll be sure to share your preference internally. ^VN,general_inquiry,False,,
1702204,@115823 Have tried so hard to verify my account and nothing works. Please help.,"@224133 We're here to help! Are you having trouble signing in to your account? If so, are you receiving any error messages? ^RA",account_or_login_issue,True,,CHECK ME - escalate=TRUE
2386062,"@AmazonHelp my order is delayed for more than a week, and customer care guy named ""varun av"" speaks damn rude. disappointed, good bye amazon",@687659 details here: https://t.co/beaaDm0muc and we'll have this addressed. (2/2) ^GK,delivery_or_shipping_issue,True,,CHECK ME - escalate=TRUE
2668012,@115830 appear to have updated the app to make it impossible to contact anyone about your order.  Just in time for the Christmas rush....great work 👍🏻🖕🏻,@751552 Have you tried reaching us here: https://t.co/JzP7hlA23B ?^CD,general_inquiry,False,,
1763842,@115830 Prime fail .... might be with you by Friday .... not really next working day is it? Don't promise if you can't deliver!  #fail #primefail #prime #AmazonPrime https://t.co/j0Z0mjpFb3,"@530639 Oh no! So sorry about that. When you can, please reach us here so we can look into this with you: https://t.co/JzP7hlA23B ^BL",delivery_or_shipping_issue,False,,
1772307,@115821 you highkey just pissed me off by delaying my order delivery a full month. why the fuck do ya gotta do this shit to me 😭,@532687 I'm sorry for the delayed delivery! Were you provided with an updated delivery date? ^AC,delivery_or_shipping_issue,True,,CHECK ME - escalate=TRUE
274229,@AmazonHelp Will you take necessary action against the person Mr Junaid,@171151 I understand your frustration and I'm sorry about this. Please reply to our email with your concern. ^HA,general_inquiry,True,,CHECK ME - escalate=TRUE
2291866,@115850 what's this? Scam? Genuine? https://t.co/kiJeQLNt6q,"@369319 I get your concern. However, this isn't from Amazon. You can find the offers listed in our website. You can access our website or app for offers. ^JS",general_inquiry,False,,
1359083,@AmazonHelp @115821 @115850 Is it a good business to cheat gullible unsuspecting people. Where is the 'Trust'. Surely if u want u can stop this in ur platform.,@436436 I'm sorry for the disappointment. We'll work towards providing more accurate details with our listings. ^MJ,general_inquiry,True,,CHECK ME - escalate=TRUE
804042,"@AmazonHelp This is first, all others can be downloaded.","@198853 The download feature is currently not available, please stay tuned for further updates on the download option for the title. ^RB",general_inquiry,False,,
1535370,Well every time i order something it dosent get here on time https://t.co/RzUEQLlC2m,"@321995 I'm sorry! So we can better assist, please contact us here: https://t.co/JzP7hlA23B ^WT",delivery_or_shipping_issue,True,,CHECK ME - escalate=TRUE
1127335,@AmazonHelp It was there but not in amazon account but on my mail id i have replied it too can you tell me any time limit,"@385787 Thanks for the heads-up. If you've reverted to our correspondence, we'll get back shortly. ^YP",general_inquiry,False,,
2893163,"@AmazonHelp i use .com ... i have all of Saga Six Pack ""kindle edition"", except Saga Six Pack 7.",@801893 Thank you for confirming! I'm afraid we don't have access to this information. We suggest keeping an eye out online for any changes! ^AB,general_inquiry,False,,
2672272,Facing bad experience wid @115850 my odr getting delayed or cancel without any reason despite subscription of prime membership,@752406 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN,delivery_or_shipping_issue,False,,
231753,@AmazonHelp Not at all. Haven't added at all,@171198 Let us check this out for you. Please drop your details here: https://t.co/nQrSan0COS and we'll reach out to you. ^VM,general_inquiry,False,,
824078,@AmazonHelp AZNL is the delivery service.,@316301 Thanks for the info. Our team would like to look into this. Please send us your details here: https://t.co/L0tycF6x4k ^GG,general_inquiry,False,,
1136209,@AmazonHelp Plz resolve my issue..  I have no problem wid u..,"@387674 Sorry about the delivery delay. We'd like to investigate this, please share your details here: https://t.co/cQVomR1pWz. ^HA",general_inquiry,False,,
1292068,If they’re ‘here for me’ I think @AmazonHelp have fallen down the same  black hole that my parcel appears to have fallen down. https://t.co/NnLWBSf3mj,"@422157 We want to make sure you receive your order. If it doesn't arrive by 21:00, we'd like to help here: https://t.co/JzP7hlA23B ^RA",delivery_or_shipping_issue,False,,
1445308,@AmazonHelp I wasn’t able to find the promo again or chose another book,"@455389 Have you tried reaching out directly to Audible regarding this? If not, click here: https://t.co/ZHxFfZRydG ^JA",general_inquiry,False,,
2923404,@115821 how long does it take to get a conformation?? I’m still waiting on one package to ship. Getting upset.,"@552394 Packages can ship close to, or even on, the delivery date. Keep us posted on its arrival! ^DG",delivery_or_shipping_issue,False,,
2824653,"@AmazonHelp @115850 Order ID- 405-1654839-4490746 picked up with wrong tracking details, please help! https://t.co/gWBZBPV96L","@786961 We'd like to take a closer look into this. Kindly fill in your details here: https://t.co/beaaDm0muc and we'll assist you accordingly. Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public. ^AU",delivery_or_shipping_issue,False,,
12540,"@AmazonHelp Message from Rahul from Social Media team.
Upon checking your order I see that issue is being handled by Executive Customer Relations team.","@118505 As requested, please respond on the requested email and our specialist team will reach out to you. ^HK",general_inquiry,False,,
2290859,"@AmazonHelp #JeffBezos , #flipcart . Order cancelled because of non delivery in stipulated time. Order on Amazon needs advance payment. Refund to take 2 weeks !! Amazing tactics Amazon !!","@665414 Sorry, you feel that way. Please reply to the email sent by our specialist team for further insight on your refund. ^VM",refund_or_return,True,,CHECK ME - escalate=TRUE
2945573,"@AmazonHelp Most recent tracking info. I have my doubts about that delivery time, considering. https://t.co/zLUJFZunDS",@223600 We'd like to look at this order with you and help the best we can! Please reach out to us by phone: https://t.co/hApLpMlfHN ^DD,delivery_or_shipping_issue,False,,
2115621,@AmazonHelp  living in belgium I can pick amazon.de or .fr for a prime membership.  Is the movie / series selection and choice of languages based on my location or the country prime membership (.de or .fr) that I would pick? thanks,@623671 Hi! Neither nor. You will get access to https://t.co/fh7vpInAEG instead. ^AS,general_inquiry,False,,
2604261,@AmazonHelp Any recent updates regarding the launch of amazon prime music in India?,@636815 Currently Amazon Prime Music is exclusively available on echo devices. ^EM,general_inquiry,False,,
1209839,@AmazonHelp I did 3 times and each time they said it would be the next delivery,"@404005 Oh my! Just to clarify, can you tell us who the courier is for this order? ^AL",delivery_or_shipping_issue,True,,CHECK ME - escalate=TRUE
853920,"@AmazonHelp Yeah been a customer for many years and been let down SO MANY times , I know how it works.",@322823 Apologies - does your tracking indicate a delivery attempt ?  ^TD,general_inquiry,True,,CHECK ME - escalate=TRUE
45525,@AmazonHelp Yep. Original estimate 27 October. New estimate 31 October. It's been 'in transit' since Friday....,"@126077 We'd like to take a closer look at the delivery with you. When you have a moment, contact us here: https://t.co/JzP7hlA23B ^RA",delivery_or_shipping_issue,False,,
1330234,@AmazonHelp I’ve already been in contact about this and been fobbed off. I usually recommend Amazon as having excellent customer service but recently I am really disappointed as the service delivered isn’t up to previous standards,"@430351 Apologies for the recent issues that you have encountered, please keep us posted on these deliveries. ^JJ",general_inquiry,True,,CHECK ME - escalate=TRUE
2406925,"Hello, @115850  &amp; @AmazonHelp 
Please Help. I am trying 5 time Add Money in Wallet but problems.
Please check.
@115821 
@115830","@414819 I understand your concern about the Amazon pay balance. Did you happen to report this to our support team? If no, please contact us here: https://t.co/vlvfJr4nN9 so we can assist you.^PJ",billing_or_payment_issue,True,,CHECK ME - escalate=TRUE
379433,"Had an @115830 USB lightening cable for a month n it's packed in already, cba man😴",@206026 Apologies Lauren. Can you check replacement/refund options here: https://t.co/BjuXE6veDS Keep us posted. We'd like to help. ^PK,product_defect_or_wrong_item,False,,
580655,@AmazonHelp Nothing at all it just said address is undeliverable. I really need it too which is what is more annoying than anything. I've been waiting over a week already for it. Decided to buy from you instead of local which I'm regretting now.,@256793 I'm sorry to hear that. Can I ask which carrier was used for the order? You can check here: https://t.co/aaDyEz1VgE ^TI,delivery_or_shipping_issue,False,,
2459161,Is @115821 prime app really the only app that doesn't link from your phone to a smart TV?🤔 Get on your shit.,"@704274 Hello Ian - To connect to Smart Devices, we recommend using our Alexa app.  Here are some tips on how to connect the Alexa app to your Smart TV: https://t.co/7NMOzgH6jm ^KL",general_inquiry,False,,
1071144,@115830 can you DM about an aftersales issue. Thanks,"@372768 Absolutely! Please DM us, using this here: ^AH https://t.co/1XyLaGkcaN",general_inquiry,False,,
1737604,"@AmazonHelp Nothing wrong if you do that b4 delivery date and make customers happy. But you have pre coded words like ""Estimated"".","@524525 I realize that, Dinesh. However, multiple factors lead up to the dates that are provided. I appreciate your patience. ^JC",delivery_or_shipping_issue,False,,
1343571,@AmazonHelp I’ve tried that! I’d happily print it myself but this is the page I keep getting when I ask to return it. Says I need to take it to a store. https://t.co/WKF1At4nvm,"@433357 I'm so sorry for the trouble. We'd like to help sort this out, please contact us here: https://t.co/JzP7hlA23B ^CO",refund_or_return,False,,
319432,@AmazonHelp Here is an open letter @115851 @amazonhelp since only 1 sided view on how one cannot move funds frm Amazon pay is being told to me. https://t.co/iYjthQJVML,@192169 We're sorry to know about the hassle. We've received your details. Our team is working on it and will revert to you on priority.^RS,billing_or_payment_issue,True,,CHECK ME - escalate=TRUE
754601,@AmazonHelp Ur rply didn't help at al.U r stil askng me 2 do a lot of arduous tasks instd of doing ur job. This is not the way to treat ur customers,@300380 We will be able to sort this issue for you only if you provide your details in the link sent by 'CB'. Please do the needful. ^SF,general_inquiry,True,,CHECK ME - escalate=TRUE
2399207,@AmazonHelp Do you mean email customer service or use the website to cancel the order. This loaded when I clicked on cancel order. https://t.co/G3p0hhRKvi,@690399 Try contacting us directly on a browser instead of the app. ^KM,order_cancellation,False,,
682477,"@AmazonHelp Order wrongly marked as delivered on 16-Oct, but, no update/delivery till now even  after repetitive complaints. Is there any support system still available in Amazon? #PatheticSupport","@282888 I understand that the issue has prolonged enough and I apologize for it. Please be assured that our team is actively working on this. For further information and updates, please revert to the latest email received from us. ^SK",delivery_or_shipping_issue,True,,CHECK ME - escalate=TRUE
1066672,@AmazonHelp get this when trying to install flex any advice phone is Sony Xperia xz https://t.co/z77uOP8Azu,@371726 Uh-oh! Have you tried the troubleshooting steps listed here: https://t.co/RjydTNfpof Keep us posted! ^BN,general_inquiry,False,,
2858113,dear @AmazonHelp - I’m not sure this is how I was meant to receive my moisturiser 🙈 what do I do about getting it sorted please? https://t.co/W0tW8ShS3S,@154204 I'm sorry for the trouble! Let's go over your available options here: https://t.co/JzP7hlA23B ^LL,product_defect_or_wrong_item,False,,
1547229,@115830 Not sure how 3 days to deliver an item is considered Prime service. #badservice #nextdaydelivery,@479066 So sorry about the delay. We do aim to deliver by the delivery date given at the time the order was placed. ^KM,delivery_or_shipping_issue,False,,
2494898,Thanks a lot @115821 for screwing up the last 3 Prime Orders. 1st had to cancel a dinner party Sat &amp; have no mask for Masquerade gala 2nite.,"@712090 Sorry to hear about all the issues. If you haven't already, reach out to us by phone or chat:  https://t.co/hApLpMlfHN ^CH",delivery_or_shipping_issue,True,,CHECK ME - escalate=TRUE
2236369,Feels like I'm waiting forever for my vinyl of the new @399451 album from Amazon to be delivered https://t.co/BlpFyBEy9J,"@652194 The wait is the hardest part! If your order has already shipped, you may be able to listen to the album now through our Auto-Rip program if your order is eligible. Please go here to learn more: https://t.co/3V2a6qpysY ^MB",delivery_or_shipping_issue,False,,
2829569,What the flip @115821 ? Your driver can’t bother to get out of their vehicle to deliver packages? #TisTheSeasonForThievin’ #disappointed #poorservice https://t.co/vT3qUNHiUO,"@787953 Hi, Carol! This is definitely not the experience we want our customers to have. Please take a moment to add some details to this link so that we can look into this further: https://t.co/TLi6NONjTP  ^SP",delivery_or_shipping_issue,True,,CHECK ME - escalate=TRUE
218099,@AmazonHelp I actually got my code late last night. Happy I got it but I should have received it earlier and I got it after putting in a request. Thanks,"@167997 Ok, glad you got the code, thanks. ^KM",general_inquiry,False,,
469452,@115850 when will you tweet the winner list of the LG q6 quiz,@226784 We've escalated this to our team internally for an update. Kindly stay tuned. ^GK,general_inquiry,False,,
132565,"@115850 I have had an unpleasant experience dealing with Amazon with reference to order no # 408-5217257-7653153, from delivery, to return pickup and now refund has been delayed a lot","@145908 Sorry for the trouble you have faced so far with the order. I understand how upsetting it could be. Please fill this form: https://t.co/beaaDm0muc and we'll have a closer look at your concern. Once you do the needful, our team will get back to you soon.^AR",refund_or_return,True,,CHECK ME - escalate=TRUE
465078,"@AmazonHelp Half my order arrived on time, the other half SAT at a LOCAL facility for 2 days. They tried to deliver after hours to a business address (after assuring me they would deliver BEFORE end of day). 2nd time tonight. Now I have to call &amp; email the delivery dept direct",@225623 I certainly understand this may be frustrating. Will you confirm who the carrier is for this order: https://t.co/PHDn6N9uVd? ^LS,delivery_or_shipping_issue,True,,CHECK ME - escalate=TRUE
2931329,@AmazonHelp Nope. Like I said they never even knocked. It was royal mail. I did get my usual post and heard the letter box so went and checked to see if there was anything about Amazon but nothing. Used prime to do online Christmas shopping so it would be delivered.,"@810808 I am sorry to hear this - have you checked the tracking for RM to confirm they attempted delivery? If so, do you have issues collecting from the Sorting Office ? ^TD",delivery_or_shipping_issue,False,,
2948112,@AmazonHelp Well we’ll see what happens when they get home first!,@585744 Sounds good! We'll be here if you need us. ^KJ,general_inquiry,False,,
139081,@115830 spelling error on your website  'beautiful' is spelt incorrectly https://t.co/TMXceo2Bep,@147341 Thank you for your feedback Sarah. I will escalate this and I would like to personally thank you for bringing this to our attention.^GA,general_inquiry,False,,
102883,@AmazonHelp They called be back twice with no caller id. They didn't legibly introduce who they were.,@138631 I'm sorry for the frustration! Were you able to try any of these tips: https://t.co/FDP0zxHBm8? ^SJ,general_inquiry,False,,
557034,@AmazonHelp Updated. Check.,"@250065 We have sent a correspondence to your registered email account, kindly check. ^MJ",general_inquiry,False,,
2358902,"@AmazonHelp Sent, now please don't hide between the DM.",@681274 A member from our team will be reaching out to you personally within 12 hours to further investigate your issue. ^FJ,general_inquiry,False,,
845671,@115850 heyy Amazon! doing great job..even on the day of diwali your parcel was delivered successfully on time..hope other rivals should also develop their delivery systems..,@321012 Glad to know that! :-) Happy Diwali! ^PR,compliment_or_other,False,,
267329,@AmazonHelp amazon I ordered a package on September 14th and paid extra for shipping to get by the 18th. I still don't have the package!,@179725 I'm sorry we haven't delivered your package! What does the latest tracking show here https://t.co/Y5jpI9gRhE Keep us posted! ^LB,delivery_or_shipping_issue,False,,
63959,@AmazonHelp That’s the customer care link itself which hasn’t helped at all. I was told that it would be delivered within two hours and it’s been more than 18 now.,"@130691 I’m sorry about this experience with your order delivery. I’d like to assist you, please fill this form: https://t.co/beaaDm0muc and I’ll contact you at the earliest ^RW",delivery_or_shipping_issue,True,,CHECK ME - escalate=TRUE
1344539,"@AmazonHelp Yep we have literally tried everything possible, they are calling back tomorrow evening. Have only  had it since Feb! #fedupnow",@433545 Please keep us posted about the call.^CC,general_inquiry,True,,CHECK ME - escalate=TRUE
1487301,Hi @115830 my parcel says it is due for delivery today. It's nearly 22.20hrs. Is it really coming today? I do need it tomorrow. Urgently.,"@465429 I'm sorry, our carriers stop delivering at 21:00. Has there been a recent tracking update here: https://t.co/aaDyEz1VgE? ^TH",delivery_or_shipping_issue,False,,
236164,@AmazonHelp There is no option not to auto renew because th payment got declined. I don't want to add a working card because I will be charged.,@172247 Hi Annabel- Might be best to speak with us directly and we can see what we can do for you: https://t.co/JzP7hlA23B ^NV,billing_or_payment_issue,False,,
2884160,"@AmazonHelp Hi, is it possible to acquire a tax refund paper from Amazon for items purchased and intend to be shipped abroad?",@800066 Hello! You can find info on tax refund's here: https://t.co/NWh6bVxdzS.^CN,general_inquiry,False,,
